id,department,department_id,amount,date,month,day,category,vendor,description,is_anomaly,anomaly_type
TXN-00769,Public Works - Pune,DEPT-009,5.78,2025-08-11,8,11,revenue,Vendor-040,Regular departmental expenditure,False,none
TXN-00934,Public Works - Nagpur,DEPT-011,6.35,2025-09-28,9,28,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-00054,Health & Family Welfare,DEPT-001,13.3,2025-05-21,5,21,infrastructure,Vendor-033,Regular departmental expenditure,False,none
TXN-00061,Health & Family Welfare,DEPT-001,28.53,2025-06-08,6,8,infrastructure,Vendor-024,Regular departmental expenditure,False,none
TXN-00980,Public Works - Nagpur,DEPT-011,3.29,2025-11-05,11,5,revenue,Vendor-016,Regular departmental expenditure,False,none
TXN-00839,Public Works - Mumbai,DEPT-010,10.14,2025-06-13,6,13,grants,Vendor-035,Regular departmental expenditure,False,none
TXN-00219,Road Transport & Highways,DEPT-003,18.8,2025-11-02,11,2,grants,Vendor-032,Regular departmental expenditure,False,none
TXN-00975,Public Works - Nagpur,DEPT-011,4.62,2025-06-21,6,21,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00321,Agriculture & Farmers,DEPT-004,15.22,2025-07-15,7,15,grants,Vendor-007,Regular departmental expenditure,False,none
TXN-00816,Public Works - Pune,DEPT-009,5.73,2025-07-11,7,11,revenue,Vendor-031,Regular departmental expenditure,False,none
TXN-00114,Education,DEPT-002,18.22,2025-08-04,8,4,grants,Vendor-019,Regular departmental expenditure,False,none
TXN-00783,Public Works - Pune,DEPT-009,9.21,2025-07-19,7,19,grants,Vendor-004,Regular departmental expenditure,False,none
TXN-00569,Water Resources,DEPT-007,11.12,2025-11-21,11,21,grants,Vendor-039,Regular departmental expenditure,False,none
TXN-01077,Primary Education - Pune,DEPT-012,4.33,2025-08-25,8,25,infrastructure,Vendor-034,Regular departmental expenditure,False,none
TXN-00764,Public Works - Pune,DEPT-009,7.4,2025-05-27,5,27,infrastructure,Vendor-050,Regular departmental expenditure,False,none
TXN-00729,Women & Child Development,DEPT-008,9.89,2025-09-06,9,6,subsidies,Vendor-020,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00110,Education,DEPT-002,7.11,2025-10-01,10,1,grants,Vendor-013,Regular departmental expenditure,False,none
TXN-00207,Road Transport & Highways,DEPT-003,42.0,2025-09-28,9,28,salaries,Vendor-040,Regular departmental expenditure,False,none
TXN-00471,Urban Development,DEPT-006,6.08,2025-05-21,5,21,capital,Vendor-020,Regular departmental expenditure,False,none
TXN-00398,Rural Development,DEPT-005,6.02,2025-04-28,4,28,revenue,Vendor-005,Regular departmental expenditure,False,none
TXN-00294,Agriculture & Farmers,DEPT-004,13.77,2025-09-01,9,1,infrastructure,Vendor-026,Regular departmental expenditure,False,none
TXN-00789,Public Works - Pune,DEPT-009,7.0,2025-08-10,8,10,capital,Vendor-012,Regular departmental expenditure,False,none
TXN-00122,Education,DEPT-002,21.07,2025-12-02,12,2,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-00402,Rural Development,DEPT-005,5.14,2025-09-12,9,12,revenue,Vendor-036,Regular departmental expenditure,False,none
TXN-00912,Public Works - Mumbai,DEPT-010,9.67,2025-11-06,11,6,revenue,Vendor-028,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00158,Education,DEPT-002,30.07,2025-09-20,9,20,revenue,Vendor-034,Regular departmental expenditure,False,none
TXN-00543,Urban Development,DEPT-006,99.51,2025-07-17,7,17,infrastructure,Vendor-025,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00610,Water Resources,DEPT-007,16.99,2025-08-07,8,7,salaries,Vendor-008,Regular departmental expenditure,False,none
TXN-00957,Public Works - Nagpur,DEPT-011,3.92,2025-05-11,5,11,infrastructure,Vendor-045,Regular departmental expenditure,False,none
TXN-00425,Rural Development,DEPT-005,7.09,2025-05-24,5,24,capital,Vendor-023,Regular departmental expenditure,False,none
TXN-00717,Women & Child Development,DEPT-008,5.2,2025-07-03,7,3,grants,Vendor-022,Regular departmental expenditure,False,none
TXN-00413,Rural Development,DEPT-005,12.0,2025-08-20,8,20,revenue,Vendor-012,Regular departmental expenditure,False,none
TXN-00941,Public Works - Nagpur,DEPT-011,4.01,2025-09-03,9,3,infrastructure,Vendor-014,Regular departmental expenditure,False,none
TXN-00212,Road Transport & Highways,DEPT-003,31.36,2025-05-02,5,2,infrastructure,Vendor-028,Regular departmental expenditure,False,none
TXN-00459,Rural Development,DEPT-005,104.4,2025-08-13,8,13,infrastructure,Vendor-021,Bulk procurement - emergency purchase,True,spending_spike
TXN-00534,Urban Development,DEPT-006,3.26,2025-08-12,8,12,grants,Vendor-030,Regular departmental expenditure,False,none
TXN-00286,Agriculture & Farmers,DEPT-004,22.43,2025-12-19,12,19,revenue,Vendor-010,Regular departmental expenditure,False,none
TXN-00574,Water Resources,DEPT-007,15.64,2025-11-25,11,25,grants,Vendor-046,Regular departmental expenditure,False,none
TXN-00865,Public Works - Mumbai,DEPT-010,8.9,2025-06-14,6,14,grants,Vendor-034,Regular departmental expenditure,False,none
TXN-00083,Health & Family Welfare,DEPT-001,96.53,2026-03-26,3,26,revenue,Vendor-019,Urgent year-end fund utilization,True,march_dumping
TXN-00738,Public Works - Pune,DEPT-009,9.97,2025-11-07,11,7,infrastructure,Vendor-003,Regular departmental expenditure,False,none
TXN-00986,Public Works - Nagpur,DEPT-011,3.53,2025-05-05,5,5,infrastructure,Vendor-036,Regular departmental expenditure,False,none
TXN-00536,Urban Development,DEPT-006,9.63,2025-06-08,6,8,subsidies,Vendor-047,Regular departmental expenditure,False,none
TXN-00369,Rural Development,DEPT-005,8.59,2025-06-08,6,8,infrastructure,Vendor-014,Regular departmental expenditure,False,none
TXN-00241,Road Transport & Highways,DEPT-003,22.69,2025-09-05,9,5,capital,Vendor-036,Regular departmental expenditure,False,none
TXN-00065,Health & Family Welfare,DEPT-001,8.12,2025-06-18,6,18,capital,Vendor-024,Regular departmental expenditure,False,none
TXN-00411,Rural Development,DEPT-005,10.45,2025-06-20,6,20,infrastructure,Vendor-023,Regular departmental expenditure,False,none
TXN-00532,Urban Development,DEPT-006,14.78,2025-08-03,8,3,subsidies,Vendor-034,Regular departmental expenditure,False,none
TXN-01026,Primary Education - Pune,DEPT-012,3.65,2025-04-26,4,26,salaries,Vendor-047,Regular departmental expenditure,False,none
TXN-00198,Road Transport & Highways,DEPT-003,16.43,2025-09-23,9,23,capital,Vendor-001,Regular departmental expenditure,False,none
TXN-00964,Public Works - Nagpur,DEPT-011,9.48,2025-09-01,9,1,subsidies,Vendor-022,Regular departmental expenditure,False,none
TXN-00696,Women & Child Development,DEPT-008,10.15,2025-08-27,8,27,capital,Vendor-029,Regular departmental expenditure,False,none
TXN-00435,Rural Development,DEPT-005,12.31,2025-08-18,8,18,salaries,Vendor-045,Regular departmental expenditure,False,none
TXN-00882,Public Works - Mumbai,DEPT-010,18.0,2025-12-03,12,3,revenue,Vendor-016,Regular departmental expenditure,False,none
TXN-00431,Rural Development,DEPT-005,5.57,2025-10-05,10,5,salaries,Vendor-022,Regular departmental expenditure,False,none
TXN-01037,Primary Education - Pune,DEPT-012,2.32,2025-09-17,9,17,revenue,Vendor-028,Regular departmental expenditure,False,none
TXN-00474,Urban Development,DEPT-006,7.37,2025-08-06,8,6,salaries,Vendor-040,Regular departmental expenditure,False,none
TXN-00363,Agriculture & Farmers,DEPT-004,14.96,2025-12-11,12,11,subsidies,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00052,Health & Family Welfare,DEPT-001,19.75,2025-04-16,4,16,subsidies,Vendor-022,Regular departmental expenditure,False,none
TXN-00494,Urban Development,DEPT-006,5.59,2025-12-13,12,13,infrastructure,Vendor-044,Regular departmental expenditure,False,none
TXN-00068,Health & Family Welfare,DEPT-001,18.76,2025-05-23,5,23,infrastructure,Vendor-025,Regular departmental expenditure,False,none
TXN-00193,Road Transport & Highways,DEPT-003,25.61,2025-11-18,11,18,capital,Vendor-033,Regular departmental expenditure,False,none
TXN-00506,Urban Development,DEPT-006,2.87,2025-05-06,5,6,infrastructure,Vendor-006,Regular departmental expenditure,False,none
TXN-00470,Urban Development,DEPT-006,11.24,2025-07-04,7,4,infrastructure,Vendor-042,Regular departmental expenditure,False,none
TXN-00737,Public Works - Pune,DEPT-009,2.85,2025-09-19,9,19,capital,Vendor-037,Regular departmental expenditure,False,none
TXN-00296,Agriculture & Farmers,DEPT-004,8.63,2025-04-06,4,6,grants,Vendor-011,Regular departmental expenditure,False,none
TXN-00618,Water Resources,DEPT-007,5.61,2025-06-21,6,21,infrastructure,Vendor-027,Regular departmental expenditure,False,none
TXN-01092,Primary Education - Pune,DEPT-012,1.71,2025-05-12,5,12,subsidies,Vendor-028,Regular departmental expenditure,False,none
TXN-00248,Road Transport & Highways,DEPT-003,12.59,2025-11-19,11,19,salaries,Vendor-017,Regular departmental expenditure,False,none
TXN-00071,Health & Family Welfare,DEPT-001,43.64,2025-08-07,8,7,subsidies,Vendor-006,Regular departmental expenditure,False,none
TXN-00900,Public Works - Mumbai,DEPT-010,7.96,2025-08-21,8,21,capital,Vendor-040,Regular departmental expenditure,False,none
TXN-00499,Urban Development,DEPT-006,11.48,2025-12-05,12,5,revenue,Vendor-021,Regular departmental expenditure,False,none
TXN-00182,Education,DEPT-002,99.93,2025-09-03,9,3,grants,Vendor-007,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00658,Women & Child Development,DEPT-008,4.39,2025-06-28,6,28,infrastructure,Vendor-044,Regular departmental expenditure,False,none
TXN-00823,Public Works - Pune,DEPT-009,55.34,2026-03-29,3,29,infrastructure,Vendor-022,Urgent year-end fund utilization,True,march_dumping
TXN-00770,Public Works - Pune,DEPT-009,5.32,2025-05-03,5,3,infrastructure,Vendor-033,Regular departmental expenditure,False,none
TXN-00925,Public Works - Nagpur,DEPT-011,5.95,2025-07-15,7,15,infrastructure,Vendor-025,Regular departmental expenditure,False,none
TXN-00295,Agriculture & Farmers,DEPT-004,30.0,2025-07-12,7,12,salaries,Vendor-011,Regular departmental expenditure,False,none
TXN-00171,Education,DEPT-002,7.45,2025-11-02,11,2,subsidies,Vendor-001,Regular departmental expenditure,False,none
TXN-00229,Road Transport & Highways,DEPT-003,20.41,2025-12-07,12,7,capital,Vendor-022,Regular departmental expenditure,False,none
TXN-00113,Education,DEPT-002,15.35,2025-08-16,8,16,infrastructure,Vendor-021,Regular departmental expenditure,False,none
TXN-00694,Women & Child Development,DEPT-008,6.72,2025-09-12,9,12,capital,Vendor-037,Regular departmental expenditure,False,none
TXN-00018,Health & Family Welfare,DEPT-001,17.43,2025-11-03,11,3,grants,Vendor-033,Regular departmental expenditure,False,none
TXN-00440,Rural Development,DEPT-005,23.53,2025-08-10,8,10,salaries,Vendor-049,Regular departmental expenditure,False,none
TXN-01011,Public Works - Nagpur,DEPT-011,49.84,2025-12-14,12,14,salaries,Vendor-002,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00790,Public Works - Pune,DEPT-009,2.04,2025-10-16,10,16,grants,Vendor-030,Regular departmental expenditure,False,none
TXN-00056,Health & Family Welfare,DEPT-001,48.0,2025-06-04,6,4,grants,Vendor-049,Regular departmental expenditure,False,none
TXN-00472,Urban Development,DEPT-006,12.45,2025-06-23,6,23,infrastructure,Vendor-019,Regular departmental expenditure,False,none
TXN-00599,Water Resources,DEPT-007,5.78,2025-08-10,8,10,subsidies,Vendor-037,Regular departmental expenditure,False,none
TXN-00889,Public Works - Mumbai,DEPT-010,11.46,2025-09-08,9,8,infrastructure,Vendor-006,Regular departmental expenditure,False,none
TXN-00988,Public Works - Nagpur,DEPT-011,7.95,2025-07-22,7,22,subsidies,Vendor-047,Regular departmental expenditure,False,none
TXN-00845,Public Works - Mumbai,DEPT-010,6.29,2025-12-20,12,20,grants,Vendor-023,Regular departmental expenditure,False,none
TXN-00700,Women & Child Development,DEPT-008,18.0,2025-06-03,6,3,capital,Vendor-039,Regular departmental expenditure,False,none
TXN-00228,Road Transport & Highways,DEPT-003,19.9,2025-04-18,4,18,grants,Vendor-017,Regular departmental expenditure,False,none
TXN-00762,Public Works - Pune,DEPT-009,5.28,2025-04-10,4,10,subsidies,Vendor-009,Regular departmental expenditure,False,none
TXN-00105,Education,DEPT-002,12.8,2025-10-25,10,25,salaries,Vendor-004,Regular departmental expenditure,False,none
TXN-01007,Public Works - Nagpur,DEPT-011,6.12,2025-07-18,7,18,grants,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00929,Public Works - Nagpur,DEPT-011,12.0,2025-11-18,11,18,revenue,Vendor-025,Regular departmental expenditure,False,none
TXN-00161,Education,DEPT-002,13.53,2025-11-23,11,23,capital,Vendor-003,Regular departmental expenditure,False,none
TXN-00544,Urban Development,DEPT-006,87.87,2026-03-30,3,30,capital,Vendor-048,Urgent year-end fund utilization,True,march_dumping
TXN-00909,Public Works - Mumbai,DEPT-010,39.2,2026-03-29,3,29,capital,Vendor-008,Urgent year-end fund utilization,True,march_dumping
TXN-00683,Women & Child Development,DEPT-008,4.94,2025-09-01,9,1,revenue,Vendor-038,Regular departmental expenditure,False,none
TXN-00892,Public Works - Mumbai,DEPT-010,8.26,2025-08-26,8,26,subsidies,Vendor-039,Regular departmental expenditure,False,none
TXN-00818,Public Works - Pune,DEPT-009,100.0,2025-11-15,11,15,capital,Vendor-048,Capital expenditure - project payment,True,round_amount_fraud
TXN-00125,Education,DEPT-002,17.07,2025-04-02,4,2,capital,Vendor-035,Regular departmental expenditure,False,none
TXN-00260,Road Transport & Highways,DEPT-003,25.2,2025-05-27,5,27,salaries,Vendor-013,Regular departmental expenditure,False,none
TXN-00856,Public Works - Mumbai,DEPT-010,11.49,2025-09-03,9,3,subsidies,Vendor-026,Regular departmental expenditure,False,none
TXN-00985,Public Works - Nagpur,DEPT-011,3.97,2025-07-02,7,2,infrastructure,Vendor-032,Regular departmental expenditure,False,none
TXN-00513,Urban Development,DEPT-006,7.78,2025-04-02,4,2,capital,Vendor-003,Regular departmental expenditure,False,none
TXN-00097,Education,DEPT-002,17.64,2025-07-19,7,19,revenue,Vendor-047,Regular departmental expenditure,False,none
TXN-00908,Public Works - Mumbai,DEPT-010,11.55,2025-08-08,8,8,infrastructure,Vendor-022,Regular departmental expenditure,False,none
TXN-00530,Urban Development,DEPT-006,7.26,2025-12-21,12,21,revenue,Vendor-022,Regular departmental expenditure,False,none
TXN-00609,Water Resources,DEPT-007,6.37,2025-09-25,9,25,revenue,Vendor-019,Regular departmental expenditure,False,none
TXN-00251,Road Transport & Highways,DEPT-003,18.82,2025-10-17,10,17,revenue,Vendor-021,Regular departmental expenditure,False,none
TXN-00422,Rural Development,DEPT-005,11.92,2025-07-13,7,13,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-00157,Education,DEPT-002,36.0,2025-06-10,6,10,capital,Vendor-037,Regular departmental expenditure,False,none
TXN-00939,Public Works - Nagpur,DEPT-011,1.69,2025-11-15,11,15,capital,Vendor-017,Regular departmental expenditure,False,none
TXN-00674,Women & Child Development,DEPT-008,8.21,2025-07-08,7,8,grants,Vendor-029,Regular departmental expenditure,False,none
TXN-00278,Agriculture & Farmers,DEPT-004,21.49,2025-11-28,11,28,infrastructure,Vendor-008,Regular departmental expenditure,False,none
TXN-00910,Public Works - Mumbai,DEPT-010,55.08,2025-11-17,11,17,grants,Vendor-021,Bulk procurement - emergency purchase,True,spending_spike
TXN-00342,Agriculture & Farmers,DEPT-004,26.96,2025-06-22,6,22,infrastructure,Vendor-016,Regular departmental expenditure,False,none
TXN-00972,Public Works - Nagpur,DEPT-011,3.11,2025-08-22,8,22,salaries,Vendor-007,Regular departmental expenditure,False,none
TXN-00265,Road Transport & Highways,DEPT-003,88.8,2026-03-30,3,30,capital,Vendor-037,Urgent year-end fund utilization,True,march_dumping
TXN-00697,Women & Child Development,DEPT-008,18.0,2025-07-09,7,9,infrastructure,Vendor-027,Regular departmental expenditure,False,none
TXN-00426,Rural Development,DEPT-005,9.69,2025-06-09,6,9,grants,Vendor-021,Regular departmental expenditure,False,none
TXN-00709,Women & Child Development,DEPT-008,3.69,2025-11-09,11,9,grants,Vendor-048,Regular departmental expenditure,False,none
TXN-00713,Women & Child Development,DEPT-008,12.73,2025-05-25,5,25,capital,Vendor-023,Regular departmental expenditure,False,none
TXN-00833,Public Works - Mumbai,DEPT-010,4.53,2025-04-05,4,5,infrastructure,Vendor-006,Regular departmental expenditure,False,none
TXN-00878,Public Works - Mumbai,DEPT-010,4.34,2025-04-15,4,15,revenue,Vendor-015,Regular departmental expenditure,False,none
TXN-01042,Primary Education - Pune,DEPT-012,5.67,2025-12-22,12,22,infrastructure,Vendor-004,Regular departmental expenditure,False,none
TXN-01078,Primary Education - Pune,DEPT-012,6.67,2025-12-22,12,22,capital,Vendor-037,Regular departmental expenditure,False,none
TXN-00448,Rural Development,DEPT-005,19.14,2025-06-07,6,7,grants,Vendor-028,Regular departmental expenditure,False,none
TXN-00660,Women & Child Development,DEPT-008,6.33,2025-08-28,8,28,grants,Vendor-035,Regular departmental expenditure,False,none
TXN-00069,Health & Family Welfare,DEPT-001,21.56,2025-04-20,4,20,revenue,Vendor-006,Regular departmental expenditure,False,none
TXN-00996,Public Works - Nagpur,DEPT-011,2.01,2025-05-02,5,2,subsidies,Vendor-024,Regular departmental expenditure,False,none
TXN-00593,Water Resources,DEPT-007,19.25,2025-04-17,4,17,infrastructure,Vendor-005,Regular departmental expenditure,False,none
TXN-00390,Rural Development,DEPT-005,5.69,2025-05-01,5,1,salaries,Vendor-017,Regular departmental expenditure,False,none
TXN-01074,Primary Education - Pune,DEPT-012,1.94,2025-06-06,6,6,subsidies,Vendor-047,Regular departmental expenditure,False,none
TXN-00800,Public Works - Pune,DEPT-009,10.17,2025-09-01,9,1,revenue,Vendor-029,Regular departmental expenditure,False,none
TXN-00132,Education,DEPT-002,14.33,2025-08-27,8,27,capital,Vendor-017,Regular departmental expenditure,False,none
TXN-01013,Primary Education - Pune,DEPT-012,1.74,2025-09-24,9,24,infrastructure,Vendor-036,Regular departmental expenditure,False,none
TXN-00503,Urban Development,DEPT-006,6.64,2025-12-07,12,7,infrastructure,Vendor-033,Regular departmental expenditure,False,none
TXN-00442,Rural Development,DEPT-005,5.71,2025-08-28,8,28,grants,Vendor-034,Regular departmental expenditure,False,none
TXN-00992,Public Works - Nagpur,DEPT-011,9.03,2025-08-22,8,22,revenue,Vendor-004,Regular departmental expenditure,False,none
TXN-00625,Water Resources,DEPT-007,17.73,2025-11-03,11,3,infrastructure,Vendor-030,Regular departmental expenditure,False,none
TXN-00128,Education,DEPT-002,15.36,2025-06-17,6,17,salaries,Vendor-014,Regular departmental expenditure,False,none
TXN-01010,Public Works - Nagpur,DEPT-011,44.47,2026-03-31,3,31,capital,Vendor-002,Urgent year-end fund utilization,True,march_dumping
TXN-00306,Agriculture & Farmers,DEPT-004,12.65,2025-07-14,7,14,capital,Vendor-030,Regular departmental expenditure,False,none
TXN-00784,Public Works - Pune,DEPT-009,9.69,2025-08-01,8,1,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-01064,Primary Education - Pune,DEPT-012,3.13,2025-10-01,10,1,grants,Vendor-015,Regular departmental expenditure,False,none
TXN-00291,Agriculture & Farmers,DEPT-004,14.16,2025-05-28,5,28,subsidies,Vendor-015,Regular departmental expenditure,False,none
TXN-00022,Health & Family Welfare,DEPT-001,47.42,2025-06-05,6,5,infrastructure,Vendor-003,Regular departmental expenditure,False,none
TXN-00757,Public Works - Pune,DEPT-009,9.93,2025-12-01,12,1,infrastructure,Vendor-041,Regular departmental expenditure,False,none
TXN-00445,Rural Development,DEPT-005,10.45,2025-08-08,8,8,salaries,Vendor-008,Regular departmental expenditure,False,none
TXN-00597,Water Resources,DEPT-007,9.5,2025-09-11,9,11,grants,Vendor-042,Regular departmental expenditure,False,none
TXN-00340,Agriculture & Farmers,DEPT-004,30.0,2025-12-25,12,25,subsidies,Vendor-002,Regular departmental expenditure,False,none
TXN-00093,Education,DEPT-002,6.97,2025-10-13,10,13,capital,Vendor-035,Regular departmental expenditure,False,none
TXN-00094,Education,DEPT-002,17.99,2025-12-17,12,17,capital,Vendor-020,Regular departmental expenditure,False,none
TXN-00568,Water Resources,DEPT-007,11.55,2025-09-09,9,9,capital,Vendor-024,Regular departmental expenditure,False,none
TXN-00601,Water Resources,DEPT-007,10.07,2025-07-17,7,17,salaries,Vendor-032,Regular departmental expenditure,False,none
TXN-00357,Agriculture & Farmers,DEPT-004,95.39,2026-03-31,3,31,grants,Vendor-026,Urgent year-end fund utilization,True,march_dumping
TXN-00875,Public Works - Mumbai,DEPT-010,7.95,2025-04-23,4,23,revenue,Vendor-042,Regular departmental expenditure,False,none
TXN-00386,Rural Development,DEPT-005,12.22,2025-12-10,12,10,capital,Vendor-026,Regular departmental expenditure,False,none
TXN-00310,Agriculture & Farmers,DEPT-004,20.57,2025-05-14,5,14,infrastructure,Vendor-032,Regular departmental expenditure,False,none
TXN-00347,Agriculture & Farmers,DEPT-004,15.13,2025-09-12,9,12,grants,Vendor-020,Regular departmental expenditure,False,none
TXN-00392,Rural Development,DEPT-005,6.26,2025-12-14,12,14,salaries,Vendor-025,Regular departmental expenditure,False,none
TXN-00014,Health & Family Welfare,DEPT-001,31.08,2025-08-16,8,16,salaries,Vendor-018,Regular departmental expenditure,False,none
TXN-01096,Primary Education - Pune,DEPT-012,200.0,2025-06-28,6,28,infrastructure,Vendor-045,Capital expenditure - project payment,True,round_amount_fraud
TXN-00765,Public Works - Pune,DEPT-009,6.72,2025-12-28,12,28,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-00704,Women & Child Development,DEPT-008,10.81,2025-12-09,12,9,salaries,Vendor-001,Regular departmental expenditure,False,none
TXN-00477,Urban Development,DEPT-006,12.99,2025-11-24,11,24,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-00998,Public Works - Nagpur,DEPT-011,5.55,2025-04-11,4,11,salaries,Vendor-004,Regular departmental expenditure,False,none
TXN-00082,Health & Family Welfare,DEPT-001,21.58,2025-09-05,9,5,subsidies,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00098,Education,DEPT-002,14.06,2025-08-05,8,5,grants,Vendor-012,Regular departmental expenditure,False,none
TXN-00349,Agriculture & Farmers,DEPT-004,17.99,2025-04-23,4,23,grants,Vendor-006,Regular departmental expenditure,False,none
TXN-00334,Agriculture & Farmers,DEPT-004,12.26,2025-06-19,6,19,revenue,Vendor-012,Regular departmental expenditure,False,none
TXN-00236,Road Transport & Highways,DEPT-003,28.6,2025-04-26,4,26,salaries,Vendor-028,Regular departmental expenditure,False,none
TXN-00846,Public Works - Mumbai,DEPT-010,16.39,2025-11-11,11,11,infrastructure,Vendor-034,Regular departmental expenditure,False,none
TXN-00866,Public Works - Mumbai,DEPT-010,8.75,2025-05-07,5,7,subsidies,Vendor-034,Regular departmental expenditure,False,none
TXN-00950,Public Works - Nagpur,DEPT-011,2.9,2025-10-11,10,11,revenue,Vendor-001,Regular departmental expenditure,False,none
TXN-00891,Public Works - Mumbai,DEPT-010,13.53,2025-08-20,8,20,capital,Vendor-041,Regular departmental expenditure,False,none
TXN-00781,Public Works - Pune,DEPT-009,4.69,2025-05-25,5,25,capital,Vendor-038,Regular departmental expenditure,False,none
TXN-00753,Public Works - Pune,DEPT-009,6.27,2025-10-27,10,27,salaries,Vendor-047,Regular departmental expenditure,False,none
TXN-00917,Public Works - Mumbai,DEPT-010,200.0,2025-12-15,12,15,subsidies,Vendor-016,Capital expenditure - project payment,True,round_amount_fraud
TXN-00256,Road Transport & Highways,DEPT-003,20.74,2025-05-03,5,3,salaries,Vendor-043,Regular departmental expenditure,False,none
TXN-00701,Women & Child Development,DEPT-008,2.95,2025-05-13,5,13,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-00352,Agriculture & Farmers,DEPT-004,7.99,2025-05-25,5,25,revenue,Vendor-029,Regular departmental expenditure,False,none
TXN-00488,Urban Development,DEPT-006,9.8,2025-06-05,6,5,salaries,Vendor-037,Regular departmental expenditure,False,none
TXN-00984,Public Works - Nagpur,DEPT-011,12.0,2025-08-05,8,5,grants,Vendor-029,Regular departmental expenditure,False,none
TXN-00559,Water Resources,DEPT-007,22.7,2025-07-23,7,23,subsidies,Vendor-028,Regular departmental expenditure,False,none
TXN-01088,Primary Education - Pune,DEPT-012,3.6,2025-10-13,10,13,revenue,Vendor-047,Regular departmental expenditure,False,none
TXN-00907,Public Works - Mumbai,DEPT-010,18.0,2025-04-26,4,26,salaries,Vendor-021,Regular departmental expenditure,False,none
TXN-00591,Water Resources,DEPT-007,20.11,2025-08-07,8,7,subsidies,Vendor-037,Regular departmental expenditure,False,none
TXN-00776,Public Works - Pune,DEPT-009,5.06,2025-04-22,4,22,salaries,Vendor-009,Regular departmental expenditure,False,none
TXN-01079,Primary Education - Pune,DEPT-012,1.5,2025-11-24,11,24,capital,Vendor-025,Regular departmental expenditure,False,none
TXN-00804,Public Works - Pune,DEPT-009,3.16,2025-10-21,10,21,capital,Vendor-049,Regular departmental expenditure,False,none
TXN-00562,Water Resources,DEPT-007,4.17,2025-09-25,9,25,revenue,Vendor-017,Regular departmental expenditure,False,none
TXN-00271,Road Transport & Highways,DEPT-003,255.02,2025-11-06,11,6,salaries,Vendor-005,Bulk procurement - emergency purchase,True,spending_spike
TXN-00027,Health & Family Welfare,DEPT-001,23.16,2025-12-21,12,21,infrastructure,Vendor-028,Regular departmental expenditure,False,none
TXN-01005,Public Works - Nagpur,DEPT-011,200.0,2025-12-10,12,10,capital,Vendor-042,Capital expenditure - project payment,True,round_amount_fraud
TXN-01047,Primary Education - Pune,DEPT-012,1.42,2025-11-25,11,25,grants,Vendor-038,Regular departmental expenditure,False,none
TXN-00335,Agriculture & Farmers,DEPT-004,8.93,2025-08-15,8,15,capital,Vendor-035,Regular departmental expenditure,False,none
TXN-00498,Urban Development,DEPT-006,5.39,2025-11-15,11,15,salaries,Vendor-042,Regular departmental expenditure,False,none
TXN-00718,Women & Child Development,DEPT-008,4.5,2025-07-28,7,28,subsidies,Vendor-038,Regular departmental expenditure,False,none
TXN-00502,Urban Development,DEPT-006,4.57,2025-12-09,12,9,capital,Vendor-050,Regular departmental expenditure,False,none
TXN-00050,Health & Family Welfare,DEPT-001,13.99,2025-09-03,9,3,salaries,Vendor-041,Regular departmental expenditure,False,none
TXN-00850,Public Works - Mumbai,DEPT-010,7.27,2025-11-23,11,23,grants,Vendor-021,Regular departmental expenditure,False,none
TXN-00663,Women & Child Development,DEPT-008,3.5,2025-09-17,9,17,subsidies,Vendor-014,Regular departmental expenditure,False,none
TXN-00628,Water Resources,DEPT-007,4.87,2025-04-04,4,4,grants,Vendor-002,Regular departmental expenditure,False,none
TXN-00024,Health & Family Welfare,DEPT-001,43.15,2025-06-07,6,7,capital,Vendor-032,Regular departmental expenditure,False,none
TXN-00785,Public Works - Pune,DEPT-009,6.31,2025-10-25,10,25,salaries,Vendor-024,Regular departmental expenditure,False,none
TXN-00095,Education,DEPT-002,11.55,2025-06-17,6,17,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-00415,Rural Development,DEPT-005,20.92,2025-09-03,9,3,subsidies,Vendor-014,Regular departmental expenditure,False,none
TXN-00317,Agriculture & Farmers,DEPT-004,30.0,2025-05-15,5,15,revenue,Vendor-042,Regular departmental expenditure,False,none
TXN-00253,Road Transport & Highways,DEPT-003,10.19,2025-11-18,11,18,grants,Vendor-023,Regular departmental expenditure,False,none
TXN-00368,Agriculture & Farmers,DEPT-004,250.0,2025-12-01,12,1,capital,Vendor-049,Capital expenditure - project payment,True,round_amount_fraud
